asset_id,display_name,binary_result,review_band,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_growth_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior
Lemon,Lemon,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Lemon.png,440,440,RGBA,b53a3e4a4e4babfbed1f8cc71d682e6ae0bc49041462692aecd3aa10c7f4e611,,PASS_WITH_POLISH,4. Fruit and Nut Trees,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD
Lichen,Lichen,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Clarify crustose/foliose lichen mat rather than a generic spiky rosette.,False,Lichen.png,440,440,RGBA,ed61dcf6beb87f788ec7da6b09f7e892b7551659f35a14a2a47497dcc4a3211c,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Lichen needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","Clarify crustose/foliose lichen mat rather than a generic spiky rosette. Lichen needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Licorice,Licorice,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Licorice.png,440,440,RGBA,1515fd43add167d4065f9616eb97181810f8b7e5877641102f7124142f8a69ea,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Licorice needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Licorice needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Licorice_Fern,Licorice Fern,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Licorice_Fern.png,440,440,RGBA,e5fc07a144d3164d4fcd7d1cbb203cb046bc697129ed5350614db735598f3be6,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Licorice Fern needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Licorice Fern needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Licorice_Root,Licorice Root,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Licorice_Root.png,440,440,RGBA,2b9f35ccd552be21674d2427f8af403769887385310772a97335e77e35285131,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Licorice Root needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Licorice Root needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Lime,Lime,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Lime.png,440,440,RGBA,c84e37959bdadf6a04892cf9fc2feb5cafd725b65bd5d594fd3785931181f060,,PASS_WITH_POLISH,4. Fruit and Nut Trees,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD
Lingonberry,Lingonberry,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Lingonberry.png,440,440,RGBA,c5f72b88e86c789705dc50510cbf18dd7fd8a8cb6ea4c5280e74f04c759b9b2d,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Lingonberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Lingonberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Lotus,Lotus,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Floating leaf and flower read clearly.,False,Lotus.png,440,440,RGBA,baac5b7fc010cbecd118109e380061da059fbf9e3c8529b9b218b3a7793d6a2b,,PASS,14. Aquatic and Wetland Plants,PASS,,"Use the correct holdfast/rooting, blade/frond form, branching, air bladders and water-growth habit instead of a single generic ribbon or blob.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED
Lotus_Root,Lotus Root,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Harvest organ is clearly separated from the source plant.,False,Lotus_Root.png,440,440,RGBA,8ccec2b414d400dbb078fea4a849fd2f45229820cbf0606ad2ca4279b74f7d23,,PASS,Other plant or harvest type,PASS,,"Lotus Root needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED
Lychee,Lychee,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Lychee.png,440,440,RGBA,463b5230924ed66bb01386e9b68555f6632b91f8066e49572ae35c03f8c5ce4c,,PASS_WITH_POLISH,4. Fruit and Nut Trees,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD
Maidenhair_Fern,Maidenhair Fern,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Maidenhair_Fern.png,440,440,RGBA,119e8a3d2ef319e69ca9638d5ccc333ab6fdbbc257cc907e85b984e44f736b18,,PASS_WITH_POLISH,15. Ferns and Fern Allies,HOLD,,"Use the correct frond or mat structure, branching/pinnae pattern, growth habit and attachment; avoid recoloring one fan-fern.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Use the correct frond or mat structure, branching/pinnae pattern, growth habit and attachment; avoid recoloring one fan-fern.",FAIL,PASS_WITH_POLISH -> HOLD
Mango,Mango,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mango.png,440,440,RGBA,1ca707a363e32aeb2798f0cbb7bd440400b11dc82f3fd857b7df41cc9cf76db2,,PASS_WITH_POLISH,4. Fruit and Nut Trees,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD
Mangosteen,Mangosteen,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mangosteen.png,440,440,RGBA,65eb95376575c82a1c4abbdf349667592a379a3632805423dc7c813f435395d7,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Mangosteen needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mangosteen needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mangrove_Leaves,Mangrove Leaves,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mangrove_Leaves.png,440,440,RGBA,41f7216f1f9ab4baaf1c5ee73a16a692a737d44defa7d4ec834d114147739f53,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Mangrove Leaves needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mangrove Leaves needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Maple_Sap,Maple Sap,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Maple_Sap.png,440,440,RGBA,26f10ca82f66d8c7b88fd96c6563492fb4964e29ab17982843773fcc3179c99a,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Maple Sap needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Maple Sap needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Marsh_Rosemary,Marsh Rosemary,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Marsh_Rosemary.png,440,440,RGBA,b310617e502e0f3707cc3d1302885093356d60418c6b5607ac0d4b1379a21cf0,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Marsh Rosemary needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Marsh Rosemary needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Marula,Marula,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Marula.png,440,440,RGBA,8161f71dd70a9e260b9db2b5dbda0a83a4361e3b66c41cfaac2d5e2b88c1a0ab,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Marula needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Marula needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Meadow_Grass,Meadow Grass,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Meadow_Grass.png,440,440,RGBA,d951f60e85bbd0c940011588bf2ca2f3ba5be1b5da80158a0204e06cc219c6f0,,PASS_WITH_POLISH,6. Grasses and Grass-Like Plants,HOLD,,"Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",FAIL,PASS_WITH_POLISH -> HOLD
Melon,Melon,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Melon.png,440,440,RGBA,37286646cbf59a30aad574bf6c32a8a35f2872dc0f09a0f18ac98ab34c6a65ae,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Melon needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Melon needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mesquite,Mesquite,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mesquite.png,440,440,RGBA,334ccf7c392ef3b46322064eb8c33a6a8311198bfc4607f1c4fdb33ab2390e1b,,PASS_WITH_POLISH,5. Shrubs and Bushes,HOLD,,"Mesquite needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mesquite needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Milkweed,Milkweed,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Add broad paired leaves and distinctive flower/seed-pod clusters.,False,Milkweed.png,440,440,RGBA,fbeff4eb32abf6ef9ec587bd941dcdd598af77d02ebf38dff0e5009b5c2a543c,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Milkweed needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","Add broad paired leaves and distinctive flower/seed-pod clusters. Milkweed needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Millet,Millet,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Add dense clustered panicles.,False,Millet.png,440,440,RGBA,61ec048d822bba35db86505782207846c5da2d40bff5c260034ab401ea12a0b9,,PASS_WITH_POLISH,7. Grain and Staple Crops,HOLD,,"Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.","Add dense clustered panicles. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",FAIL,PASS_WITH_POLISH -> HOLD
Miner's_Lettuce,Miner's Lettuce,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Miner's_Lettuce.png,440,440,RGBA,c25b6e7200251ead98166379c32f4f19013f4b62e0b3fc39fd3d42452bd1590c,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Miner's Lettuce needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Miner's Lettuce needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mint,Mint,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mint.png,440,440,RGBA,7492040d6594f154da654fa8e499a33a3129f432006a493ee832bdb20f294228,,PASS_WITH_POLISH,9. Herbs and Spices,HOLD,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,PASS_WITH_POLISH -> HOLD
Monkshood,Monkshood,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Monkshood.png,440,440,RGBA,1c594414ae49459c45fef9a525354d6b3dd16e5579f0b6cc82c40aca7c36e54f,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Monkshood needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Monkshood needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mormon_Tea,Mormon Tea,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mormon_Tea.png,440,440,RGBA,b206b44906a58b95be3919ca32b46c62a75fe9d92315212ce167b89a07b60cdf,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Mormon Tea needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mormon Tea needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mountain_Blueberry,Mountain Blueberry,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mountain_Blueberry.png,440,440,RGBA,95dc65d57142eafb3a645ea109c8ac5ab87449f36516402ed32c12a18826942f,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Mountain Blueberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Blueberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mountain_Cranberry,Mountain Cranberry,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mountain_Cranberry.png,440,440,RGBA,84b54d0f275b2708dd3437f00745229e166cd263276e2db890ec6285c1b3f088,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Mountain Cranberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Cranberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mountain_Mint,Mountain Mint,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mountain_Mint.png,440,440,RGBA,89c2cba42d65afd7febbfabcf498210e706797509616299ff407485a4cb5848a,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Mountain Mint needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Mint needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mountain_Papaya,Mountain Papaya,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mountain_Papaya.png,440,440,RGBA,13a4108efa762ea1fb7862e7f49c6cbb5775142df70632962803048562f75bbb,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Mountain Papaya needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Papaya needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mountain_Sorrel,Mountain Sorrel,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mountain_Sorrel.png,440,440,RGBA,7f6ecb7c6c7e5f432ffb3fbe5eb7e42ce55170152e322b66016bd4f5f4c0e8d5,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Mountain Sorrel needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Sorrel needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mountain_Thyme,Mountain Thyme,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mountain_Thyme.png,440,440,RGBA,ce2beda6e6b268ee3431d431097448536392ee42b7a87df10cce21ebebf1a1df,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Mountain Thyme needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mountain Thyme needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mugwort,Mugwort,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mugwort.png,440,440,RGBA,beef9a3e182e7e6d4e529b7e053e56db17f571cbc0010eb2ceb9d0f691e23c21,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Mugwort needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Mugwort needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Mulberry,Mulberry,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Mulberry.png,440,440,RGBA,639240ab20cebe50737e62d4256954025175fe4c767d502b8dbc59727d199d2b,,PASS_WITH_POLISH,4. Fruit and Nut Trees,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD
Mustard,Mustard,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,FAIL,Current tree-like form is incorrect; use branched herb with yellow flowers and seed pods.,False,Mustard.png,440,440,RGBA,13a493a775cd3cdf29a901f97c7c79465e222a37c18da59251f3c9d850836e42,,FAIL,9. Herbs and Spices,FAIL,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","Current tree-like form is incorrect; use branched herb with yellow flowers and seed pods. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,UNCHANGED
