asset_id,display_name,binary_result,review_band,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,global_body_template_risk,near_identical_silhouette_neighbors,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_body_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior
Leafcutter_Ant,Leafcutter Ant,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Leafcutter_Ant.png,440,440,RGBA,534b764301003d984f5825e29dd9acc09a4b02dfeb7a315f506c898e3b0fad53,,PASS_WITH_POLISH,Ants,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD
Leech,Leech,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Leech.png,440,440,RGBA,24f494a7f981484c84b73c364f64231022f9e413a4471f8c0ca605dea313bbe2,,PASS_WITH_POLISH,Other mollusks,HOLD,,"Broad family routing may be usable, but Leech still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Leech still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Lemming,Lemming,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Lemming.png,440,440,RGBA,3516813562fecab2de6f9c910348543dbc202794f4c90572dd296fce4a888d3f,,PASS_WITH_POLISH,Rodents,HOLD,,"Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.",FAIL,PASS_WITH_POLISH -> HOLD
Lemur,Lemur,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Lemur.png,440,440,RGBA,86a2491bff449f6fb7980f718ded7be487ac004666d16705b6d675708efcf9f3,,PASS_WITH_POLISH,Primates,HOLD,,"Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.",FAIL,PASS_WITH_POLISH -> HOLD
Leopard,Leopard,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current ungulate-like body lacks feline spine, shoulders, paws, cat head, and long muscular tail.",True,Leopard.png,440,440,RGBA,f23598121765c41746df5cab87329bea4972e98a614d26d5feb4abc294eac331,,FAIL,Big cats,FAIL,,"The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.","Current ungulate-like body lacks feline spine, shoulders, paws, cat head, and long muscular tail. The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.",FAIL,UNCHANGED
Limpet,Limpet,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Limpet.png,440,440,RGBA,689cd411003db97a0f2409a68017afa43b5c6a6fc5c4fc4b93d0b12ec4ff8c93,,PASS_WITH_POLISH,Gastropods,HOLD,,"Broad family routing may be usable, but Limpet still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Limpet still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Lion,Lion,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Lion.png,440,440,RGBA,62d92f10ce8fb94fe7001fafb19db4f2a0c1c038812b353d1f18df1b7c82ee61,,PASS_WITH_POLISH,Big cats,HOLD,,"The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.",FAIL,PASS_WITH_POLISH -> HOLD
Lionfish,Lionfish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"Spines are present, but strengthen long dorsal rays, fan fins, and striped body.",False,Lionfish.png,440,440,RGBA,79e3949d4fe8f49d961ca4b829c43ae8607db375f405ce7c5e98e470624ef9af,,PASS_WITH_POLISH,Reef fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","Spines are present, but strengthen long dorsal rays, fan fins, and striped body. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Lizard,Lizard,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Lizard.png,440,440,RGBA,a735e27551168194222066346333ea00e96a52ecc6d41513a2a196f992839cd1,,PASS_WITH_POLISH,Lizards,HOLD,,"Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",FAIL,PASS_WITH_POLISH -> HOLD
Llama,Llama,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Llama.png,440,440,RGBA,07895ce394ed7ca14b2ed477c186387452373c53fdb72a5b3100a18f668f57c7,,PASS_WITH_POLISH,Camels,HOLD,,"Current forms read as deer with humps. Build a camelid neck/chest, padded two-toed feet, long camelid head, integrated hump anatomy, and species-correct coat/tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Current forms read as deer with humps. Build a camelid neck/chest, padded two-toed feet, long camelid head, integrated hump anatomy, and species-correct coat/tail.",FAIL,PASS_WITH_POLISH -> HOLD
Lobster,Lobster,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current small shrimp form lacks large claws, heavy cephalothorax, segmented abdomen, and tail fan.",False,Lobster.png,440,440,RGBA,99c84d0119547436f2b08c8f82073ec619447be6c007bf8f8ce61477e5cc64bd,,FAIL,Ice and cave insects,FAIL,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","Current small shrimp form lacks large claws, heavy cephalothorax, segmented abdomen, and tail fan. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,UNCHANGED
Locust,Locust,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current bead insect lacks enlarged hind legs, wings, segmented abdomen, and grasshopper-like head.",False,Locust.png,440,440,RGBA,7a81b122fd01df368c2d927f24adaf0395a284fd2207fa6416d35395204d1aa6,,FAIL,Grasshoppers and relatives,FAIL,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","Current bead insect lacks enlarged hind legs, wings, segmented abdomen, and grasshopper-like head. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,UNCHANGED
Loon,Loon,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Loon.png,440,440,RGBA,d45ec8ed8ae68425a9fae04a9e5bd68817d960bb2a540d7670a07a2022d6ba20,,PASS_WITH_POLISH,Other distinctive birds,HOLD,,"Broad family routing may be usable, but Loon still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Loon still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Lungfish,Lungfish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Lungfish.png,440,440,RGBA,66f36be8878cacb48e74c14580b1649b40bde51365daa67c9ed8966c8ff32901,,PASS_WITH_POLISH,Primitive fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Lynx,Lynx,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current ungulate-like body lacks a feline torso, ear tufts, cheek ruff, large paws, and short tail.",True,Lynx.png,440,440,RGBA,e6c966761d733f2318e1fa0a57e3ffb628de41a4cb4b26e3c503937c6f688e9a,,FAIL,Big cats,FAIL,,"The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.","Current ungulate-like body lacks a feline torso, ear tufts, cheek ruff, large paws, and short tail. The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.",FAIL,UNCHANGED
Macaque,Macaque,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Macaque.png,440,440,RGBA,5ddf62e30837be7bb70248ac38ce0d0e137f815f99e4520b89135169fa2075c3,,PASS_WITH_POLISH,Primates,HOLD,,"Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.",FAIL,PASS_WITH_POLISH -> HOLD
Macaw,Macaw,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current generic bird lacks a large curved parrot bill, broad head, strong zygodactyl feet, and very long tail.",False,Macaw.png,440,440,RGBA,ff4397d5fb9ecabe5248442f825b82780dc774ca2d16b6bfdb1b8f2b33b97c6e,,FAIL,Parrots,FAIL,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","Current generic bird lacks a large curved parrot bill, broad head, strong zygodactyl feet, and very long tail. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,UNCHANGED
Mackerel,Mackerel,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Mackerel.png,440,440,RGBA,594cc3b367d713632fbe7330571c758882bfb15244f15afdcf70050d544435d8,,PASS_WITH_POLISH,Schooling ocean fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Magpie,Magpie,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Magpie.png,440,440,RGBA,d6f58985680a70ecd1353f1f5ba620b9876a29cc8eb80dc3818a53dc31ac3fb1,,PASS_WITH_POLISH,Corvids,HOLD,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,PASS_WITH_POLISH -> HOLD
Mahi-Mahi,Mahi Mahi,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Mahi-Mahi.png,440,440,RGBA,04ab1d7994cfd3c81ebf270538f3bc63d7b51409fdc5c5eb14a380284d74f9f7,,PASS_WITH_POLISH,Other or uncertain,HOLD,,"Broad family routing may be usable, but Mahi Mahi still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Mahi Mahi still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Mako_Shark,Mako Shark,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Mako_Shark.png,440,440,RGBA,22705d0c270c019cbd199014aac4abc0ea2aeb4445424ecbe57eb64aeef20a22,,PASS_WITH_POLISH,Sharks,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Mamba,Mamba,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Mamba.png,440,440,RGBA,92360f4072af40e1c5141827a0e2d2e13015d5a4feb6a0b1a644c65427ec470e,,PASS_WITH_POLISH,Venomous snakes,HOLD,,"Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",FAIL,PASS_WITH_POLISH -> HOLD
Manatee,Manatee,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,"Rounded sirenian torso, paddle flippers, and broad tail are now readable.",True,Manatee.png,440,440,RGBA,8cd6213ccc1d2841fa8b32d884d6299451f92eb30653809efe02b8f3cdd7d64b,,PASS,Marine mammals,PASS,,"Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED
Mandrill,Mandrill,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Mandrill.png,440,440,RGBA,8bb30659f01f31ceadee504dd4432f5edf08bb6aa635f472a0e02654c7e9982d,,PASS_WITH_POLISH,Primates,HOLD,,"Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.",FAIL,PASS_WITH_POLISH -> HOLD
Maned_Wolf,Maned Wolf,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Maned_Wolf.png,440,440,RGBA,a3b7a68fbe3df91a7aee365f6db90db983926fe87ca7a2c4c5e0f3e4f52c4ad7,,PASS_WITH_POLISH,Dogs and dog-like mammals,HOLD,,"The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.",FAIL,PASS_WITH_POLISH -> HOLD
Manta_Ray,Manta Ray,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Manta_Ray.png,440,440,RGBA,cfca52de5266b5f81d4c3b9c1f2ead0e36802a5c387d6e25644a97fe5a92ef89,,PASS_WITH_POLISH,Rays and skates,HOLD,,"Broad family routing may be usable, but Manta Ray still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Manta Ray still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Mantis,Mantis,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current bead insect lacks raptorial forelegs, triangular head, long prothorax, and folded wings.",False,Mantis.png,440,440,RGBA,0188bdca4a0e6df79557ab69791928fbc5455286f99f0a773525801d7095b6f1,,FAIL,Insects,FAIL,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","Current bead insect lacks raptorial forelegs, triangular head, long prothorax, and folded wings. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,UNCHANGED
Mara,Mara,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Mara.png,440,440,RGBA,180645af8490270871b18be4375103a29afc9248e6644e3a0b6f8f22463a50ee,,PASS_WITH_POLISH,Rodents,HOLD,,"Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.",FAIL,PASS_WITH_POLISH -> HOLD
Marine_Iguana,Marine Iguana,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Marine_Iguana.png,440,440,RGBA,8ad86ab7fd0af5adb6a1a00e4fb4851f82ac15b2977d26349bba0ca54ee29b5f,,PASS_WITH_POLISH,Large lizards,HOLD,,"Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",FAIL,PASS_WITH_POLISH -> HOLD
Marine_Worm,Marine Worm,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Marine_Worm.png,440,440,RGBA,1482a7278a84a0162be6587ee739a9df1cdf209d24091b88d9af5bf21b33152f,,PASS_WITH_POLISH,Worm-like animals,HOLD,,"Broad family routing may be usable, but Marine Worm still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Marine Worm still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Marlin,Marlin,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Marlin.png,440,440,RGBA,076f90c8ec4462843cb57dc0efaf3b95ad03a2ee12beec535188a02c2edbdbdb,,PASS_WITH_POLISH,Ocean predators,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Marmoset,Marmoset,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Marmoset.png,440,440,RGBA,46c658e03dd6bbe3b7eb115593b0b63f3087d2bad4f1d7d3f67bd43e1794f977,,PASS_WITH_POLISH,Primates,HOLD,,"Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.",FAIL,PASS_WITH_POLISH -> HOLD
Marmot,Marmot,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Marmot.png,440,440,RGBA,3711f08278cff993733a277f4bed8b92c6d3b64e6f6cbfc5810cc666331a2f9e,,PASS_WITH_POLISH,Rodents,HOLD,,"Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.",FAIL,PASS_WITH_POLISH -> HOLD
