asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_body_family,global_body_template_risk,near_identical_silhouette_neighbors,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256
Mountain_Lizard,Mountain Lizard,HOLD,FAIL,HOLD,True,Lizards,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Mountain_Lizard.png,440,440,RGBA,a2b8012d961e7390d7cfad8c78fa2e1d5a656b04e8b3ac5d5ebfd2006af222a1,d69c889f8100487bed2b9c929056ab994d5e285ca58df7a95cedbd5677fb3448
Mountain_Tapir,Mountain Tapir,HOLD,FAIL,HOLD,True,Other or uncertain,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Mountain Tapir still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Mountain_Tapir.png,440,440,RGBA,0099796a45e048d9dd3fa6c6cc49bfefa106583cfbec2d331c2e9ee98ec07337,6082325082d7752919a6a5849d81b2df87dbeca636f0b84aad1673d27a1056ec
Mountain_Viper,Mountain Viper,HOLD,FAIL,HOLD,True,Snakes,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Mountain_Viper.png,440,440,RGBA,30bd1117c6242762fcfa0cf61c0bc007dad05db836398a2a180c5de4811cd9c7,672e8291f461cc578cbfd08ecffda69ad1160cc29e903564fa48e5022403535b
Mouse,Mouse,HOLD,FAIL,HOLD,True,Rodents,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.",Mouse.png,440,440,RGBA,935326fe13eb03d4ecee1c6cc506fe3d7d32a0d8903d7e7d63474559dd4165cc,2c751055cfe1ed0aacba4cd9aa320515d8ac00d013935e90c073ffc5858b4d47
Mud_Crab,Mud Crab,HOLD,FAIL,HOLD,True,Crustaceans,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify segmented carapace, correct leg/claw count, antennae, abdomen/tail fan and the named species’ defining asymmetry or shell form.",Mud_Crab.png,440,440,RGBA,09f51e72a92d1b07353d30f33cb3458450e87b8ea433cb999d70cda6f369c92d,8bfa42ebfbb281529233b4d884784017fca060472bca5323fbb10f78052491d5
Mudminnow,Mudminnow,HOLD,FAIL,HOLD,True,Other or uncertain,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Mudminnow still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Mudminnow.png,440,440,RGBA,b411243f96becaf9818ec1899ed4a2578de15734004e33d40170a8f17c4c153a,f3b91551771977e79ac9ff85aaa1ac7d594afc14bf80f5eafc17e2b1f75cf567
Mudskipper,Mudskipper,PASS,PASS,PASS,False,Flying and climbing fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The raised eyes, mud-supported posture and enlarged pectoral fins now communicate an amphibious mudskipper.",Mudskipper.png,440,440,RGBA,a2e34e8a4ac5dc58d23e9af74ce0cd2643fd880a3eb5ea0407cb7c5d15056269,a2e34e8a4ac5dc58d23e9af74ce0cd2643fd880a3eb5ea0407cb7c5d15056269
Mullet,Mullet,HOLD,FAIL,HOLD,True,Coastal fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Mullet.png,440,440,RGBA,2e984bce743ad70af0ed414e183ff2692092934fabf867a875206566f050845d,f51e96ffe6397de71ad2d29535a1bc6938893e97850c2dd48e1fc6b1e07496d2
Musk_Ox,Musk Ox,HOLD,FAIL,HOLD,True,Cattle and bovids,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",Musk_Ox.png,440,440,RGBA,5d4aa277cc1c0d4a421dc49e0df0ced1050fadecdca115da3116fa22a8e355b4,a986733d02d0749c739583375fbecca96ff46c0d953d67fb9f61b7621777d6ba
Mussel,Mussel,HOLD,FAIL,HOLD,True,Bivalves,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Mussel still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Mussel.png,440,440,RGBA,cece7d18da1c79c7501a66750a2247dedc3ef0b8a211723819ceb93b14cc8771,68b5b6a6a46e1b085c13f3f882f8851029850990761f0224fce5888e244ee7f8
Narwhal,Narwhal,PASS,PASS,FAIL,True,Marine mammals,HIGH,Beluga | Right_Whale | Sperm_Whale,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The whale body and single long tusk are clear.,Narwhal.png,440,440,RGBA,ceb8a4cc07f891f53e6c5e0a073be836ea70519bb148dbfe0cc69e9ae4997b3f,6eb3e0cb5d514e767d01caf5caa64d6d5ae5353c98930f4280419555bb4074bd
Nautilus,Nautilus,HOLD,FAIL,HOLD,True,Cephalopods,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify mantle form, eye/head placement, arm count, feeding tentacles, fin skirt/fins and rear mantle taper for the named cephalopod.",Nautilus.png,440,440,RGBA,6c6aef762a93fa74d557ed2bf9e1c92ec63904299eaa7d46378dd9fcfa04f015,2796c6434273653e4b034a11d0b587486437e96d5141a5b1cd2814e146465144
Newt,Newt,HOLD,FAIL,HOLD,True,Newts,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Newt still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Newt.png,440,440,RGBA,b9830664af4c1ddfcb5731b9f148333fa9d23928982cff86bca559d7d14776e4,662a1f329fa595afb523fe1c544b22e6ca7ab00c3580fccdbc5c0bdb18aea45f
Nilgai,Nilgai,PASS,PASS,FAIL,True,Other or uncertain,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The antelope body, short horns and bovine/antelope proportions are sufficiently recognizable.",Nilgai.png,440,440,RGBA,2d0aacd7c998f3fc2e568c1c73554d0d62b35fa0d5a54e1aaff03ef896491e9e,6229fb624a8e0d887c482d04e7f587343d688a74f627db92de3dd098e771b42e
Nudibranch,Nudibranch,HOLD,FAIL,HOLD,True,Gastropods,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Nudibranch still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Nudibranch.png,440,440,RGBA,b088fc13f44ab0d9c90189358d7c2ebb1485f171a6d933ffbfe7c4e354eb958d,a342819d4b2dfcca2a2f71e116ebd1454accabd6175a9eb97d83a9508a9b063c
Oarfish,Oarfish,HOLD,FAIL,HOLD,True,Strange deep-sea fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Oarfish.png,440,440,RGBA,b7741785a0c068b7792ae2814b4c0b1016a62ac32ebad1c66fe3d45dbbc27e5b,7e8405cd71f693f6ccb451241d36e6d65c5bf54cd8fb68c42e3182c4c0194851
Ocean_Sunfish,Ocean Sunfish,HOLD,FAIL,HOLD,True,Other or uncertain,MEDIUM,,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","Broad truncated body reads; enlarge dorsal/anal fins and reduce tail. Broad family routing may be usable, but Ocean Sunfish still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Ocean_Sunfish.png,440,440,RGBA,8f03a6b5db42be94ee0d3f2db00dfd71af732ef03f76cc27db28aad1f0b5ae68,e711aef58dc075a319c4efa594ff425bc3fa1ee125daef90cfb150196154ec6e
Ocelot,Ocelot,FAIL,FAIL,FAIL,True,Big cats,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"The patterned coat is on an ungulate body. Use a small long-bodied feline scaffold with paws, cat head and long tail; retain elongated chain-like markings.",Ocelot.png,440,440,RGBA,95c44715334152221004449992764fa4fcbcee29d3461113c9e152314bcdc435,cc1ddea08c03f686346b627b7955c4be17efd4ca44171b0af99425b1ccf0da70
Octopus,Octopus,HOLD,FAIL,HOLD,True,Cephalopods,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify mantle form, eye/head placement, arm count, feeding tentacles, fin skirt/fins and rear mantle taper for the named cephalopod.",Octopus.png,440,440,RGBA,352aa425384ce8c3e13b9a8aec77ab95e93d97a575c58bd5ebcaf823a282119e,4b808f9f3ec9dcb19879f2547a77a1e3980fe9713ce920a091d0c4456c9bf6b1
Okapi,Okapi,HOLD,FAIL,HOLD,True,Giraffes and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",Okapi.png,440,440,RGBA,8562d6875f18e7a4e4fa7a56b95c3bc2324e1bf93e943e9ff84e40f305f6b4a4,aeee5adc56d6e1a03e37f6b0a5cb06506a7845d00c79b032f6a53b9de59475bb
Olm,Olm,HOLD,FAIL,HOLD,True,Permanently aquatic amphibians,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Olm still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Olm.png,440,440,RGBA,519499b5a400300324d849562a9623bd551ee2b8af0f7d1e5bc862815afd0896,a857f1bdcd54afe76a6d6b52258918bc8baa612a923f1da6fad2efd4dff7104c
Orangutan,Orangutan,HOLD,FAIL,HOLD,True,Primates,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.",Orangutan.png,440,440,RGBA,6c39cedadf77223a9f15133019bd83245dd5aa73ed33648444b07d0f187e6fee,393b5893775bae9b8aa7deec1d2ec27e19bd2a5d32cf8d5aad48f10e72795716
Orca,Orca,HOLD,FAIL,FAIL,True,Marine mammals,HIGH,,POLISH,POLISH,POLISH,PASS,POLISH,POLISH,POLISH,"The black-and-white pattern is unmistakable, but strengthen the tall dorsal fin, rounded forehead, pectoral flippers and horizontal tail flukes.",Orca.png,440,440,RGBA,cd44b0453bea3da64feecb256b54e43ef3b0357058a7860596bd1ceabd9a2470,26cadc7eb23fb3b0386ecd568d7935148d7c36565ee5b24640f5ff8eb9a1d642
Orchid_Bee,Orchid Bee,PASS,PASS,FAIL,True,Bees,HIGH,Aphid | Black_Fly | Cicada | Cold-Adapted_Insect | Termite | Thrips,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The metallic bee body, wings and insect form are readable.",Orchid_Bee.png,440,440,RGBA,b6ed2f3cbf619d1601b3262183f0b477eedbe53e51f5508e5de6bb48f0e1e86e,cd083c191c3c593e39b1c250adc5e1f006ad8bc8e27b5f54fa2d759cdd24e428
Oryx,Oryx,HOLD,FAIL,HOLD,True,Cattle and bovids,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",Oryx.png,440,440,RGBA,032d424eff8f678ce32be11c8b6531575327d1f374791946ae7a228a350dd6ed,0470dc7d22fe26bd3ff9bbaf26b43ad04f4a3aea0f47e03186e92a94303f2dd5
Osprey,Osprey,FAIL,FAIL,HOLD,True,Birds of prey,HIGH,Hawk,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The current image is a generic brown bird. Add a hooked raptor bill, white head with dark eye stripe, long angular wings, strong talons and fish-hunting posture.",Osprey.png,440,440,RGBA,cf3a0fad75c657ceda14e744d39b83e37da794cf0045033be9a7b6df6d131171,01df5d1cba30f781ce07b82aade8bfea85f4f7cf147afdca5a2c68dd7579a28d
Ostrich,Ostrich,PASS,PASS,FAIL,True,Flightless birds,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The long neck and legs, large flightless torso and reduced wings are sufficiently recognizable.",Ostrich.png,440,440,RGBA,7ecd83ef40dba376a29fe879a985c4df7a184b18295ff8c092623dbd52c70b9b,a9602117ca72d7a70a9b2a72a79dec4da8e03d22a514de215c10d2946bcb04c2
Otter,Otter,HOLD,FAIL,HOLD,True,Weasels and relatives,HIGH,River_Otter,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use the correct low flexible carnivoran torso, pawed limbs, skull/muzzle, and species-specific tail instead of one shared long-body template.",Otter.png,440,440,RGBA,aa0556a94f011be29f267bdd8403ed5d92a55a3f556759a6cacc85ec33f532a5,b251e8a2103efd5e715d90e2367fab8bec8821ebd4c226415290386510cd676e
Owl,Owl,HOLD,FAIL,HOLD,True,Raptors and owls,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.",Owl.png,440,440,RGBA,5dea497fde19160af50f6399ac50ca1e28ee7348a846bb4b855eb05535eb9fd1,2a23537561083f8fd7ed1ca4b30dcc3aa42d16c56db9eaadba917ed5b3d722e2
Oyster,Oyster,HOLD,FAIL,HOLD,True,Bivalves,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Oyster still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Oyster.png,440,440,RGBA,aa2c5b23662c3e6ddf0e828ea7ec15c9dea835199cbfb7807844f71e0f54a12a,2fe65605ed3e6218d8f4372ba778db558efc43aa022ac80869bae04d7fc2a157
Oystercatcher,Oystercatcher,HOLD,FAIL,HOLD,True,Shorebirds,MEDIUM,,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","Use a long bright bill and black/white shorebird body. Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.",Oystercatcher.png,440,440,RGBA,2de29dd10a67efe1b3ab4075582893cf76d4c568ddbc3b4454919c0754f431bc,2e27e695cd9b8c21938f63f930bc9efa64ea00651bb3a95cc97ebc801819e6f4
Pacu,Pacu,HOLD,FAIL,HOLD,True,Characins,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Pacu still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Pacu.png,440,440,RGBA,25825d1ea5a543a68d5ba7c2393bc7bd1eed9aa3899558a44b687c354923263a,b63e900d3f4b62817d0fb8d54a454714fce92301d532495dd5e930fcfe3a7dca
Paddlefish,Paddlefish,PASS,PASS,PASS,True,Primitive fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,Paddlefish.png,440,440,RGBA,03b68469dfea237d7246ae483fc455b3e3880b507db440bebc837b63514cd92b,ec28f145ef76bee804261c6bd2a3d904b56fa417655c48fde7413d5ef739f290
Pampas_Fox,Pampas Fox,FAIL,FAIL,HOLD,True,Canids,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The body remains deer-like. Use a small canid torso, paws, pointed muzzle, large ears and full brush tail.",Pampas_Fox.png,440,440,RGBA,bf60b2640e8cf810acff6448b5b1261ab4b2a93747d097c41e46e786a550b812,147b95b2bd6bde0dc2944279324fbb3b08ca814d6e090bfdd3e7b3707bbce133
Panda,Panda,FAIL,FAIL,FAIL,True,Bears,HIGH,,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,"The black-and-white pattern reads, but the underlying body is not a convincing bear. Use a heavy plantigrade bear torso, broad shoulders, short powerful limbs with paws, round ursid head and a compact rear.",Panda.png,440,440,RGBA,52d1e9e2db04099e53bc17a414c61f3d2d0e26ae13296fd830cf4939df7c1158,88e9f42238c71cf254d6a2b57daccbd9a7f7bf4f4e32ae344d356f95901e6652
Pangolin,Pangolin,HOLD,FAIL,HOLD,True,Other or uncertain,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Pangolin still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Pangolin.png,440,440,RGBA,6e800fe1ddfe17f219700ea33bd91e73f564127022fc8587687dd142581c09f2,f9b07e082a8258f0839e7136b275fbd239a9ea77569ce86aa8b39112e2cf546b
Parrot,Parrot,PASS,PASS,FAIL,True,Parrots,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,The colored parrot body and long tail are recognizable; leave alone at this scale.,Parrot.png,440,440,RGBA,2766532bf30d7fb2111f15c86893f6bef3341089f3ba0184aa277c0bb152b088,de4088c7a7a286cb0945b9c36432cd6f97015497c8ae627807b21e267ab55442
Parrotfish,Parrotfish,HOLD,FAIL,HOLD,True,Reef fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The reef-fish body reads, but add the fused beak-like mouth, heavier forehead and more distinctive parrotfish color blocks.",Parrotfish.png,440,440,RGBA,2d167627fcc8746f2fb6c8899e986be8de4bacb17b7dccc31d6b65aa8bf7f496,210d0377fa99cc8432ee645084f88541fb9a603d99955e0daeb099543418b4b8
Partridge,Partridge,HOLD,FAIL,HOLD,True,Gamebirds,HIGH,Sandgrouse,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Partridge.png,440,440,RGBA,94bfb336ef33fd11748cb585bd9f171d3e2a22e8947dd6363534b95636fa98c2,cbdccb45dbf459b12b09209b8c194550041824179f369f0c92b9f24a4c69db49
Peacock,Peacock,HOLD,FAIL,HOLD,True,Gamebirds,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Peacock.png,440,440,RGBA,cc3c59b1523ae112e372c8b7868378e294f0479c6a6d9098565b7f16e26c66d6,353b6017e4e35bebb6d3db9deb4a7a5726dfc01ba3718aded60637e72adb4337
Peccary,Peccary,HOLD,FAIL,HOLD,True,Pigs and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Peccary still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Peccary.png,440,440,RGBA,e36a1f640dbf2324ef5df2b498e792cd5b81e278ffec4bb8d3ab24f0c068c7ac,590d3e0bcfa24a9132cb0fd544e097d9d1463c5028638ef4fdd5cf8a37ee2efc
Pelican,Pelican,HOLD,FAIL,HOLD,True,Pelicans and diving waterbirds,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The long bill reads, but enlarge the throat pouch, deepen the body and shorten the neck/tail relationship.",Pelican.png,440,440,RGBA,1bd1ecba8eb179a96b00053c907848d07f09870107dc6fd193a6b07e21892c8a,a29057946111ce31b36ca728626466077f4e66509acd35a61fd077b06ca59daf
Penguin,Penguin,HOLD,FAIL,HOLD,True,Flightless birds,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use the species-specific flightless body: correct torso mass, neck length, vestigial wings/flippers, leg proportions, feet, tail and head ornaments.",Penguin.png,440,440,RGBA,1f68d988a8f5d039c3d1188d4d59b431f06a299be1e16f2496d43fd32ac5ff8a,4ec5d36608fb6eb3c4a649ac95ea62c7f453e1f527fa9bc12997832008c00e52
Perch,Perch,HOLD,FAIL,HOLD,True,Perch-like freshwater fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Perch.png,440,440,RGBA,50870c61b713deff28c18942681d236697bf4924f89a2f4475a5aa8cd704c8cf,7955f7c3fe305c7c038b38e1e572d75642869c62085c2ab51ac6ac2e94b7d574
Petrel,Petrel,HOLD,FAIL,HOLD,True,Seabirds,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Petrel.png,440,440,RGBA,a74ee75c629761d4cfce33840b53af7f2739a8c579a7b3c4f4d652352ac29010,b76761140d223d4e6bd03b2d5ec903a225b17ce25966396308e4ebc9818ef3c7
Pheasant,Pheasant,HOLD,FAIL,HOLD,True,Gamebirds,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Pheasant.png,440,440,RGBA,03d8329fea0df2b09557dcb4accb6fabcec89765f32264fd95e722429c01493f,731f065150937005bdaa2073d563d66bc0162c21be72f8df8bad6439df95f23b
Pig,Pig,HOLD,FAIL,HOLD,True,Pigs and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Pig still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Pig.png,440,440,RGBA,0a6ccff9c976c169275f1cc14318eb421e19803e3023cb367dfda34e314ed159,b4095251dc0fec4cc8b3ee2711730c6000a619c48cfe8ea7172a0796b8f6b3de
