asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_growth_family,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256
Dragon_Fruit,Dragon Fruit,HOLD,FAIL,FAIL,True,Other plant or harvest type,POLISH,PASS,POLISH,PASS,POLISH,POLISH,"The cactus stems and flowers are improved, but the plant needs angular climbing/epiphytic stems, support attachment and hanging bright fruits.",Dragon_Fruit.png,440,440,RGBA,41b99cd9585083fb4210b8fb4fd47a8832f6324bf10f07236580b757396d8f37,ca38827a412551aba8b31f5d1ddfac60b3a21ef866f757261da09d788cf4430d
Duckweed,Duckweed,PASS,PASS,HOLD,True,14. Aquatic and Wetland Plants,PASS,PASS,PASS,PASS,PASS,PASS,"The floating leaf cluster on water is recognizable, though scale can remain stylized.",Duckweed.png,440,440,RGBA,0d87525e70289fbd8df18009ec0fcd08f42cd94db54adb792476bb3a580ac31a,eea9ba70ee09365308c07c633cf286436a95d077d784d12a39e48ab5a1d0d054
Dulse,Dulse,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Use broad reddish sheet/frond morphology and marine attachment. Dulse needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Dulse.png,440,440,RGBA,be768024f52a805e27876ce6968a44c9cfa0d2535ac693ceb8b83441f304a1fe,ac521f8e9cac9f952ed59295b145d194ac44cffc979535e6cda9b563a8ce0646
Durian,Durian,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Durian.png,440,440,RGBA,9fd44927c7b2ac11f2d7a0de1d778302c84f0cd0c222f902f0b20b11bd3c8d5e,a8974d65a165e23eda440df1384216a863c7dfc857a1acf258ac0326d8d24aec
Echinacea,Echinacea,HOLD,FAIL,HOLD,True,9. Herbs and Spices,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Echinacea.png,440,440,RGBA,ecce4d82d0af99804889053cbb53769e72181dc8aaec795f39bfceca7c5383e8,51aca11a123b9815db624d792276c1b420c7f50a44e1b2360e202c6f8b6aa73c
Edelweiss,Edelweiss,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Edelweiss needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Edelweiss.png,440,440,RGBA,6866823ee6877efbda9304ca1c8e8507dca8c9f80a5b0bb65f9318e36903e5d2,05995101c68db90a63e0a33958090c3ea96a18ca74a664461a7bccc073b5d8d3
Elderberry,Elderberry,HOLD,FAIL,HOLD,True,5. Shrubs and Bushes,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Elderberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Elderberry.png,440,440,RGBA,bae1b7d3a73e4a00fc0688d6cd420aab7671df48b1138943348484bc3810dc93,6f9a5a018cf468311c20854255c1edbae20f078f00fe4aa99665d7e9f26dcc7b
Ephedra,Ephedra,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Ephedra needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Ephedra.png,440,440,RGBA,b08f4e8eefcb0c358c7f5aede6c491110e7c4b76a9fd3c92901df2b320407415,196734bb03d56bf72425e274f24c614a39bbdc5d819e0f0a2a57156efe040c57
Eucalyptus,Eucalyptus,HOLD,FAIL,HOLD,True,Mediterranean and dry-climate trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Eucalyptus.png,440,440,RGBA,3a911228ca0940f0c56427b2c982a5161684742e8961957e74bd67535326e396,772dd1869072cd5798d1e3b04afe3a3a6c387aee86ee8f8e68f6c03523f2072d
Fennel,Fennel,FAIL,FAIL,HOLD,True,Bulb and stem vegetables,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The current leaf ladder does not resemble fennel. Use feathery threadlike foliage, branching stems and broad yellow umbels.",Fennel.png,440,440,RGBA,88695a2d46a28a0f989ee7dc559c88b9a8ea4b40295c3332facad0779e6f0db0,7cfb60782e62fb69267fed51e6c2a23c86c660a3ba21b05f5a4db22f57945e26
Fenugreek,Fenugreek,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Fenugreek needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Fenugreek.png,440,440,RGBA,eebfbb46723f9b50643ed8d492a5404144b7958cea6ef3e4811ab5030c86d742,88e405d4a0bc6038b1a81558bd834f9765829a2498c03325cd09384294798b88
Fiddlehead_Fern,Fiddlehead Fern,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Fiddlehead Fern needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Fiddlehead_Fern.png,440,440,RGBA,aacfb8d3fb2d5ce4c2ba8134a9a88652111290fb4cc401d73ea5f96d14f6b94b,018b14d6dd7f0c97317057f36c983275c5ac1ef505523d493b10a77470befaa7
Fig,Fig,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Fig.png,440,440,RGBA,debd14b52a4c6ce6a9755d26c1f5f17058b967d08049affad7cf7dc89f052a38,90b9e741e24f4dd4e204fc330fd050e49fddd3700951dcf2e5956d5358e7b004
Fireweed,Fireweed,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Fireweed needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Fireweed.png,440,440,RGBA,e73c93c3948a0a68460429bc8f889908d59e56a8fe9db2fc1dfb2aeee06fcf73,35a1e98334477ddeaead045b16598d592d758eb0de0d3b27b56a78669cd81c27
Flax,Flax,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Add slender branched stems and small blue flowers; current vertical ear is crop-generic. Flax needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Flax.png,440,440,RGBA,28196819907f3ae4cdb8369153cb9bd71b517ae484453c42eb932b84873d114f,633cfcaa1f69e1c483a84abd20b51a850630ed50fd6f778588ad3ebd4353e8e0
Floating_Green_Algae,Floating Green Algae,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Use a floating mat/filament mass rather than large ribbon shapes if this is planktonic algae. Floating Green Algae needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Floating_Green_Algae.png,440,440,RGBA,8c103143e30b27e81fa232b5987bff02088a99bc5891f3d681d8a3f26ad97504,638c224be4d293430a912ed09b3e6c0ca8e80a8521dd40d0f90a0ed98a4e8b90
Foxglove,Foxglove,HOLD,FAIL,HOLD,True,10. Flowering Herbs and Wildflowers,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Foxglove.png,440,440,RGBA,951dfdd50c998b92fad0e5d6a4cc5f44051aa544d93b2f7ab1dd315fb3caef59,565ffc19f60b3a8f38a43c991ba11a11be1992ccc12db102afec2e2b38fd4e72
Garlic,Garlic,HOLD,FAIL,HOLD,True,Bulb and stem vegetables,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Show the source plant and the correct underground storage organ, leaf top and harvest relationship rather than an isolated generic bulb.",Garlic.png,440,440,RGBA,53e26ed7b0c37e814ab995f3f270197b538754e40aab1907496c56a7d359a7dc,1894fc3316431ed6a36c136f108614792b1c5a5457c375aaf7d00d34589b1c53
Gentian,Gentian,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Gentian needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Gentian.png,440,440,RGBA,3250e79947f0108bbe48de5b02c510bdb277343cb76527da464f13a119e124f5,fa0a0db8d51ab10f06e0a8ca4ca54a0cdef7626791690c63a07b775e817df050
Giant_Kelp,Giant Kelp,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The tall blades read as kelp, but add a holdfast, long flexible stipe and gas bladders/blade arrangement for stronger giant-kelp identity.",Giant_Kelp.png,440,440,RGBA,513a40430d42765e15053d5dd2c97bf809e568eef04bcbe461fc5a017b076c78,6f618eed028ea36673afd24c79303cb4a12a7e93b841e4ecf9ac818bcd2cf801
Ginger,Ginger,HOLD,FAIL,HOLD,True,9. Herbs and Spices,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Ginger.png,440,440,RGBA,ba80b135298a2e14ebba00852258f373a70b58f22ee93cb62365d6e99ea86796,8848ad1effe6814a396da1779c4d9d0ca3a0e60bcfc871abc4991369e6ceb824
Ginseng,Ginseng,HOLD,FAIL,HOLD,True,9. Herbs and Spices,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Ginseng.png,440,440,RGBA,4e782903087d62f3adf18c530cfddb801f6ada94e817d92e481cb3a74757bee3,2fc9eed64da7bab2022db39bbbf55662e46613027892a9d8db209bcbe5501846
Glasswort,Glasswort,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Glasswort needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Glasswort.png,440,440,RGBA,60e5f87095dbe44217dc52b93eb898ba48153301deaab16221f32d01f96d06c3,d536b9b20632f77fa81de65bfe4c10ece9d8c50e47d6a75db8b1e3f5127e5741
Goldenrod,Goldenrod,HOLD,FAIL,HOLD,True,10. Flowering Herbs and Wildflowers,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Goldenrod.png,440,440,RGBA,e4f9d0d1f1af04e4f79769d110237aeba2190ef4b1575483696fae4b27ce0ed2,8b22975372135b6e1736fff6a4e0dfbe8298ded9456ff2a686ba4d3867d874e2
Gooseberry,Gooseberry,HOLD,FAIL,HOLD,True,5. Shrubs and Bushes,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Gooseberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Gooseberry.png,440,440,RGBA,81271f3991175293e10e17fa8cedadd1fc593e5a3556acefbc92319b0082b026,f296360a87169f7c427fb6c534fc85e464048c08f3c6405a29d3e8728ba23cd1
Grape,Grape,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Grape needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Grape.png,440,440,RGBA,b083ef120ea0dd220a9876ba87f3c1156340657e5b16a83024a4bb32208ff5dd,ebed75c2952313163f7a3a86beffa75e32c43b2806f216b4d99b3f9fa5afcca3
Green_Algae,Green Algae,HOLD,FAIL,BLOCKER,True,Algae,POLISH,PASS,PASS,PASS,PASS,POLISH,"The broad single blade is a plausible macroalga, but the name is extremely broad. Clarify whether this asset represents a sheet alga, filament mat or microscopic colony and match that morphology.",Green_Algae.png,440,440,RGBA,ef9eefa89dae0f2259ba88eb5e3134e2405f193258ea3e1845a9df81c810de68,67c8f932802d71c1965925e4ed9efb9b8dbf43a29f3bcc4a6882c5df22fb2072
Guava,Guava,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Guava.png,440,440,RGBA,85b64a8ee6174eb8537070f40598df09bbbe4931a12edcd35355a929f6c7934a,672f762e92b92b85961e5896db450bed9fda1e8171f4d6cd5bc3e80169cd8b8b
Hardy_Fern,Hardy Fern,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Hardy Fern needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Hardy_Fern.png,440,440,RGBA,7285c51e463541b81ce381c65b3f7f84a3b781baa03c5f8ffb998574b9e75107,5d3f963b9a50ccddd3e1a0f79bf388de419381c35ec1c74ea780db4458f12cbe
Hazelnut,Hazelnut,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Hazelnut.png,440,440,RGBA,4d904b5ad538d235b6ec93b53e3c42c6bfdb690ebc63c429746f42b66020fb75,f8ca68e64d234d5c2436e88636b5acd5a382478cfffaad31cca3a5f888869539
Heather,Heather,HOLD,FAIL,HOLD,True,5. Shrubs and Bushes,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Heather needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Heather.png,440,440,RGBA,1d5f8046321c2047c4157cc8b3d9b3a9c6eebee6d2ed1ea7858d600b14b616b8,39deb37cea8a1ddd70cffb3e021fe236801a549078f8ad3d750008fe79a16240
Hemlock,Hemlock,FAIL,FAIL,HOLD,True,2. Conifers and Other Seed Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The generic round canopy is wrong for a coniferous hemlock. Use a tapered evergreen crown, drooping branch tips and fine needle sprays.",Hemlock.png,440,440,RGBA,fa0b21929d87b3f5a0c5846a1ca34ec26d4029fb0952d052e920f679dea4122a,46e8eb046f12c18994c1f0b22c392cf514ef8badac8aca75409288ff18660524
Hemp,Hemp,PASS,PASS,PASS,True,Other plant or harvest type,PASS,PASS,PASS,PASS,PASS,PASS,The palmate serrated leaves and upright herb form now clearly distinguish hemp.,Hemp.png,440,440,RGBA,dd45016b12c2e8907caea15670cf02b86a5eed453af7c0ac5831815452e02ff5,fbd57180e21fe465b10dc3517ebf933edd3d7b4a9a9ab504c848594cd81379e0
Holy_Basil,Holy Basil,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Holy Basil needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Holy_Basil.png,440,440,RGBA,22dbaa320642adaa71f7a66487569a50534dd3830955f88606932bc38d91f394,d101092443510c8d843162046ff4c2ac0932f95364636ec67116691361c2aa63
Huckleberry,Huckleberry,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Huckleberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Huckleberry.png,440,440,RGBA,67856fb76a2628ce4b7f19f1bd40ee6cc7e866f012e8c03b42caf2b3c6b71c83,29fea3e6e33eb33b8e8a46f0bcab91a83d3cd24d3a69d63079cfc29eb8b7f80e
Ice_Algae,Ice Algae,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Surface colony on ice is now represented; clarify whether this is a microalga and align ownership with the microbe taxonomy model. Ice Algae needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Ice_Algae.png,440,440,RGBA,3e6d7e27dbf1cd13425e1d8e715999aaf56a00391814c55dcbbf2ab7006e574c,fcc762acdd2791209b6d1cbe57d3e845248d70f2c0cef43226a2160fab9ee3d1
Indian_Gooseberry,Indian Gooseberry,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Indian Gooseberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Indian_Gooseberry.png,440,440,RGBA,f8d95d5c2f8ac5a37bc53dd8a5f481816d856dd03c89fa905daa73edffdfa576,a64200deb2a7e50a2178c102bef27ba76d7b90782a2a2e6ea150a7d6834af798
Ivy,Ivy,FAIL,FAIL,FAIL,True,11. Vines and Climbing Plants,FAIL,FAIL,PASS,FAIL,PASS,FAIL,"Use a climbing vine with lobed leaves and attachment habit. Show the correct climbing/twining habit, support attachment, tendrils, leaf arrangement and attached flowers/fruit rather than floating clusters or an upright shrub.",Ivy.png,440,440,RGBA,d2123a8f2ad86ab56fdbe123d06c69f5e5cb798b8e99a470438bcfd3d1b221c3,5f2fbd9a27483721a65b806a445f768923c906a02cd69cb3b77153c9cef65710
Jackfruit,Jackfruit,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Jackfruit.png,440,440,RGBA,870aeed915a90899cd36e090b6f59d654f4a770e3919ec8e397f3e070de3c67c,39abada2565e7a4d17b37dcf924b172fadb2fb0118f12c9df05b35df1217f6b2
Joshua_Tree,Joshua Tree,PASS,PASS,HOLD,True,Other plant or harvest type,PASS,PASS,PASS,PASS,PASS,PASS,The branching woody trunk with spiky terminal rosettes now reads correctly as a Joshua tree.,Joshua_Tree.png,440,440,RGBA,1e2c3bc0319ba2837e594187b4ed8bc10dd43138354abc3f432694d9012aa877,3d5f5c8b468a823eb3eadf231f20b3919f0bdff1ddc1b7498384c19bada75b91
Jujube,Jujube,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Jujube.png,440,440,RGBA,5157a69dcb4e0800cb3c83854097113cb84d593258ab2a8754790cbe4e917840,cb7496d1c1b88a5f625f8ee32b0cd0a6946c62963fa951ec1d1cf4eaa5fc8a15
Juniper,Juniper,HOLD,FAIL,HOLD,True,2. Conifers and Other Seed Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Juniper needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Juniper.png,440,440,RGBA,9274a3c6707178ffd1b9cb16614647ca1f5ccc55165626f0bdd072f7a7afc56a,a68791e0e36bec2ff00b80d20c9316ea6f5022afeb57915d33f87e9f527ff100
Juniper_Berries,Juniper Berries,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Juniper Berries needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Juniper_Berries.png,440,440,RGBA,e45176872e4e2ab81c17924b342327754211fe93ddf76a11f93b3ad16d196f0d,91fea528e9a32a25001419b85980b3d5126af7e23aaaa2a03b36374b5eb2629e
Kelp,Kelp,HOLD,FAIL,HOLD,True,Algae,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Add broad blades and a holdfast; current narrow vertical ribbon is too minimal. Use the correct holdfast/rooting, blade/frond form, branching, air bladders and water-growth habit instead of a single generic ribbon or blob.",Kelp.png,440,440,RGBA,ca4c3bd026a4230ee6fb0f6655cc80f192077452108c0d4f3e697f9f6d91d472,4d536854165d2530926df2ddfc805148119e7e2cb58354f91981ace9e28ff8e1
Kiwi_Fruit,Kiwi Fruit,PASS,PASS,PASS,True,Other plant or harvest type,PASS,PASS,PASS,PASS,PASS,PASS,The climbing vine and attached fuzzy fruits are recognizable.,Kiwi_Fruit.png,440,440,RGBA,417abe00dc5f0a9a5cd9530bf8a207a1b766396d73311a924183f1031282abcc,df1b5c547a96da054e902eea13d7dcedc05df013116063e36b64ebf6439a6364
Labrador_Tea,Labrador Tea,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Labrador Tea needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Labrador_Tea.png,440,440,RGBA,2c3b91260d3a470febffc1c976931f746bb849d6eb7c3f1d12464847be312fca,aa90e5a628b5a9d22e0bed75dbcd07fbf1dcba6fbf60137a7ad72d6af948bf74
Lavender,Lavender,HOLD,FAIL,HOLD,True,9. Herbs and Spices,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Lavender.png,440,440,RGBA,ae557a5ce75e8c5b27fc739207a5d25b94348175e9132ff7f69e6d34111b9b25,c48db16a7029da462feb71f41c84d0016751c19a74bcabe59aafc2dbef7a3e1c
Lemon,Lemon,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Lemon.png,440,440,RGBA,03442f1676ebe1429e5eea701986e0b5ba181d78c0a6e9504ac5645a364c6592,b53a3e4a4e4babfbed1f8cc71d682e6ae0bc49041462692aecd3aa10c7f4e611
Lichen,Lichen,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Clarify crustose/foliose lichen mat rather than a generic spiky rosette. Lichen needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Lichen.png,440,440,RGBA,cf8cb91df85508c6ccb83adf2be312ade03850f29fa23f079a01508039d06282,ed61dcf6beb87f788ec7da6b09f7e892b7551659f35a14a2a47497dcc4a3211c
Licorice,Licorice,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The current vine-like stem does not represent licorice. Use an upright branching herb with pinnate leaves, pea-like flowers/pods and indicate the thick root system.",Licorice.png,440,440,RGBA,56c4a4edd77e049f158cfcbb86c406512fedae01cde8fcb1ef2320544b5ba690,1515fd43add167d4065f9616eb97181810f8b7e5877641102f7124142f8a69ea
Licorice_Fern,Licorice Fern,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Licorice Fern needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Licorice_Fern.png,440,440,RGBA,8fbb27785efa799fbeb27b782d119e19dc15f5b9293d52c318b9eacc2b22d230,e5fc07a144d3164d4fcd7d1cbb203cb046bc697129ed5350614db735598f3be6
Licorice_Root,Licorice Root,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The image is a leaf ladder rather than the harvested root. Show a cluster of long tan branching roots or clearly separate the source plant from the harvest organ.,Licorice_Root.png,440,440,RGBA,c7b948bf1e927103302fce9bbf9c34144f62568e40507bb520606dd0406842bc,2b9f35ccd552be21674d2427f8af403769887385310772a97335e77e35285131
