category,asset_id,display_name,binary_result,review_band,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,global_body_template_risk,near_identical_silhouette_neighbors,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,fruiting_body_family,cap_body,stem_attachment_substrate,surface_spores_texture,cell_or_body_morphology,membrane_shell_wall,locomotion_structures,internal_structures,colony_or_scale_read,procedural_kind,body_or_growth_plan,head_sensory_region,limbs_wings_roots_appendages,rear_tail_or_terminal_region,material_skin_surface,trait_blend_coherence
flora,Tea_Tree,Tea Tree,FAIL,FAIL,,,,,,,,,,Use a woody shrub/tree with narrow leaves and small flowers; current stem is generic.,False,Tea_Tree.png,440,440,RGBA,b3579f714fbc7b536dcf24403bd6aa274a110e6ca83786a56154108abceb16b3,,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,,,,,,,,,,,,,,,,
fungi,Chanterelle,Chanterelle,FAIL,FAIL,,,,,,,,,,Current generic yellow mushrooms lack funnel caps and decurrent false gill ridges.,False,Chanterelle.png,440,440,RGBA,7271a7cd055097234cc8e4286db76326d3265d0c8d3026c5a32719e9fd828ca8,,,,,,,,FAIL,FAIL,FAIL,FAIL,,,,,,,,,,,,
fungi,Death_Cap,Death Cap,FAIL,FAIL,,,,,,,,,,"Current yellow generic mushrooms lack olive-green caps, ring, and basal volva.",False,Death_Cap.png,440,440,RGBA,dce61aecc53f7d74a5b2b6a6e4852ddde25054c881931be254bde9a1c7ad3669,,,,,,,,FAIL,FAIL,FAIL,FAIL,,,,,,,,,,,,
fungi,Destroying_Angel,Destroying Angel,FAIL,FAIL,,,,,,,,,,Current purple mushrooms should be white with ring and basal volva.,False,Destroying_Angel.png,440,440,RGBA,810c0ecbdc6a60d3a28a8636b70be66479cf0a1a56e888f1f0df3f1ab31dec83,,,,,,,,FAIL,FAIL,FAIL,FAIL,,,,,,,,,,,,
fungi,Earthstar,Earthstar,FAIL,FAIL,,,,,,,,,,Central spore sac is too dark and the star-shaped outer rays are not readable.,False,Earthstar.png,440,440,RGBA,5cfa0e8d6bde966406304817664f13021610f9dcab15b0159995efef289a9c23,,,,,,,,FAIL,FAIL,FAIL,FAIL,,,,,,,,,,,,
fungi,Jelly_Fungus,Jelly Fungus,FAIL,FAIL,,,,,,,,,,Current cap-and-stem mushrooms do not represent gelatinous lobes or ears.,False,Jelly_Fungus.png,440,440,RGBA,9d6e6acb119b00d64eb6414b60d95f779f4c086883469b12b5780aa5dde79765,,,,,,,,FAIL,FAIL,FAIL,FAIL,,,,,,,,,,,,
fungi,Lion\udcd4\udcc7\udcd6s_Mane,Lion\udcd4\udcc7\udcd6s Mane,FAIL,FAIL,,,,,,,,,,Filename encoding is malformed and the body needs clearer hanging tooth-like spines rather than rounded bulbs.,False,Lion\udcd4\udcc7\udcd6s_Mane.png,440,440,RGBA,4e0243f996a69ab5b1be7f62b1106dc9f6b9364453073693531f795d5c077592,,,,,,,,FAIL,FAIL,FAIL,FAIL,,,,,,,,,,,,
fungi,Morel,Morel,FAIL,FAIL,,,,,,,,,,Current cone lacks the defining deep honeycomb pits and irregular morel cap.,False,Morel.png,440,440,RGBA,e68360e5aa09d75ad165f25a3e756d1ae80f99638f6e14dc0a72bc27b794318b,,,,,,,,FAIL,FAIL,FAIL,FAIL,,,,,,,,,,,,
fungi,Shiitake,Shiitake,FAIL,FAIL,,,,,,,,,,Current bright red generic mushrooms do not match brown rounded shiitake caps and pale stems.,False,Shiitake.png,440,440,RGBA,e2c3d97f563debe253df9ea64fe72d495537e88a779d36e8b99046b832ed0711,,,,,,,,FAIL,FAIL,FAIL,FAIL,,,,,,,,,,,,
fungi,Yeast,Yeast,FAIL,FAIL,,,,,,,,,,Current mound is not budding unicellular yeast; show clusters of round/oval budding cells.,True,Yeast.png,440,440,RGBA,826c43c8737979c56a93bd958e8c082d019b80dfa701b1fe88e541ead8d2cf1e,,,,,,,,FAIL,FAIL,FAIL,FAIL,,,,,,,,,,,,
microbe,Foraminiferan,Foraminiferan,FAIL,FAIL,,,,,,,,,,Current clustered bubbles with rays lack a chambered test and radiating pseudopodia.,True,Foraminiferan.png,440,440,RGBA,4efe712a8a2877b575b5d9866be35f178c3eed8e9638e19be0b6a2447c94e3a7,,,,,,,,,,,,FAIL,FAIL,FAIL,FAIL,FAIL,,,,,,,
procedural,fungi-h1-s0,,FAIL,FAIL,,,,,,,,,,Exact duplicate procedural output detected with procedural:fungi-h1-s14. Seed/host combinations should produce visibly distinct phenotypes.,True,fungi-h1-s0.png,440,440,RGBA,65de863f68fcf1ef10019547add9325f17e52cf6c4f9666ffa1c0fa49dc940a1,procedural:fungi-h1-s14,,,,,,,,,,,,,,,,fungi,PASS,N/A,POLISH,N/A,PASS,FAIL
procedural,fungi-h1-s14,,FAIL,FAIL,,,,,,,,,,Exact duplicate procedural output detected with procedural:fungi-h1-s0. Seed/host combinations should produce visibly distinct phenotypes.,True,fungi-h1-s14.png,440,440,RGBA,65de863f68fcf1ef10019547add9325f17e52cf6c4f9666ffa1c0fa49dc940a1,procedural:fungi-h1-s0,,,,,,,,,,,,,,,,fungi,PASS,N/A,POLISH,N/A,PASS,FAIL
procedural,microbe-h0-s5,,FAIL,FAIL,,,,,,,,,,"Exact duplicate procedural output detected with procedural:microbe-h2-s9, procedural:microbe-h2-s17, procedural:microbe-h2-s5. Seed/host combinations should produce visibly distinct phenotypes.",True,microbe-h0-s5.png,440,440,RGBA,ea315075ef5fc2e6000f3bdfad4ea8e2f31eb08ddd224b902e8e4eae404f54bb,procedural:microbe-h2-s9 | procedural:microbe-h2-s17 | procedural:microbe-h2-s5,,,,,,,,,,,,,,,,microbe,PASS,N/A,POLISH,N/A,PASS,FAIL
procedural,microbe-h2-s17,,FAIL,FAIL,,,,,,,,,,"Exact duplicate procedural output detected with procedural:microbe-h0-s5, procedural:microbe-h2-s9, procedural:microbe-h2-s5. Seed/host combinations should produce visibly distinct phenotypes.",True,microbe-h2-s17.png,440,440,RGBA,ea315075ef5fc2e6000f3bdfad4ea8e2f31eb08ddd224b902e8e4eae404f54bb,procedural:microbe-h0-s5 | procedural:microbe-h2-s9 | procedural:microbe-h2-s5,,,,,,,,,,,,,,,,microbe,PASS,N/A,POLISH,N/A,PASS,FAIL
procedural,microbe-h2-s5,,FAIL,FAIL,,,,,,,,,,"Exact duplicate procedural output detected with procedural:microbe-h0-s5, procedural:microbe-h2-s9, procedural:microbe-h2-s17. Seed/host combinations should produce visibly distinct phenotypes.",True,microbe-h2-s5.png,440,440,RGBA,ea315075ef5fc2e6000f3bdfad4ea8e2f31eb08ddd224b902e8e4eae404f54bb,procedural:microbe-h0-s5 | procedural:microbe-h2-s9 | procedural:microbe-h2-s17,,,,,,,,,,,,,,,,microbe,PASS,N/A,POLISH,N/A,PASS,FAIL
procedural,microbe-h2-s9,,FAIL,FAIL,,,,,,,,,,"Exact duplicate procedural output detected with procedural:microbe-h0-s5, procedural:microbe-h2-s17, procedural:microbe-h2-s5. Seed/host combinations should produce visibly distinct phenotypes.",True,microbe-h2-s9.png,440,440,RGBA,ea315075ef5fc2e6000f3bdfad4ea8e2f31eb08ddd224b902e8e4eae404f54bb,procedural:microbe-h0-s5 | procedural:microbe-h2-s17 | procedural:microbe-h2-s5,,,,,,,,,,,,,,,,microbe,PASS,N/A,POLISH,N/A,PASS,FAIL
